"3528,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"16269,0,0,0",,,,,
"16269,0,0,0",,,,,
"3042,0,0,0",,,,,
"15521,0,0,0",,,,,
"15521,0,0,0",,,,,
"16235,0,0,0",,,,,
"15876,0,0,0",,,,,
"3042,0,0,0",,,,,
"16320,0,0,0",,,,,
"15252,0,0,0",,,,,
"15252,0,0,0",,,,,
"15252,0,0,0",,,,,
"14400,0,0,0",,,,,
"13983,0,0,0",,,,,
"13983,0,0,0",,,,,
"13728,0,0,0",,,,,
"12996,0,0,0",,,,,
"13321,0,0,0",,,,,
"12432,0,0,0",,,,,
"12675,0,0,0",,,,,
"12210,0,0,0",,,,,
"12284,0,0,0",,,,,
"12210,0,0,0",,,,,
"11060,0,0,0",,,,,
"11130,0,0,0",,,,,
"10626,0,0,0",,,,,
"10117,1,1,0",,,,,
"11592,1,2,0",,,,,
"10117,1,3,0",,,,,
"8946,1,4,0",,,,,
"9216,1,5,0",,,,,
"9702,1,6,0",,,,,
"9702,1,7,0",,,,,
"8680,1,8,0",,,,,
"8946,1,9,0",,,,,
"8618,1,10,0",,,,,
"8418,0,0,0",,,,,
"7239,0,0,0",,,,,
"6820,0,0,0",,,,,
"6944,0,0,0",,,,,
"6588,0,0,0",,,,,
"7920,0,0,0",,,,,
"8694,0,0,0",,,,,
"7482,0,0,0",,,,,
"6480,0,0,0",,,,,
"6480,0,0,0",,,,,
"7991,0,0,0",,,,,
"8970,0,0,0",,,,,
"8122,0,0,0",,,,,
"7192,0,0,0",,,,,
"5989,0,0,0",,,,,
"6545,0,0,0",,,,,
"6156,0,0,0",,,,,
"6042,0,0,0",,,,,
"6102,0,0,0",,,,,
"6435,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6435,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"3042,0,0,0",,,,,
"5460,0,0,0",,,,,
"5200,0,0,0",,,,,
"5460,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"5200,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"5883,0,0,0",,,,,
"5883,0,0,0",,,,,
"5832,0,0,0",,,,,
"5886,0,0,0",,,,,
"5994,0,0,0",,,,,
"5994,0,0,0",,,,,
"6102,0,0,0",,,,,
"3042,0,0,0",,,,,
"6210,0,0,0",,,,,
"6210,0,0,0",,,,,
"8556,0,0,0",,,,,
"6552,0,0,0",,,,,
"5886,0,0,0",,,,,
"6264,0,0,0",,,,,
"5720,0,0,0",,,,,
"6490,0,0,0",,,,,
"7134,0,0,0",,,,,
"6490,0,0,0",,,,,
"6490,0,0,0",,,,,
"7192,0,0,0",,,,,
"5712,0,0,0",,,,,
"6156,0,0,0",,,,,
"6600,0,0,0",,,,,
"6372,0,0,0",,,,,
"6254,0,0,0",,,,,
"6307,0,0,0",,,,,
"7366,0,0,0",,,,,
"6534,0,0,0",,,,,
"8246,0,0,0",,,,,
"8896,0,0,0",,,,,
"7482,0,0,0",,,,,
"7296,0,0,0",,,,,
"8494,0,0,0",,,,,
"6820,0,0,0",,,,,
"7000,0,0,0",,,,,
"7788,0,0,0",,,,,
"7540,0,0,0",,,,,
"7296,0,0,0",,,,,
"7598,0,0,0",,,,,
"7540,0,0,0",,,,,
"7540,0,0,0",,,,,
"7540,0,0,0",,,,,
"8296,0,0,0",,,,,
"8618,0,0,0",,,,,
"3042,0,0,0",,,,,
"8742,0,0,0",,,,,
"9280,0,0,0",,,,,
"8946,0,0,0",,,,,
"9702,1,1,0",,,,,
"9425,1,2,0",,,,,
"9768,1,3,0",,,,,
"9702,1,4,0",,,,,
"11060,1,5,0",,,,,
"10695,1,6,0",,,,,
"10404,1,7,0",,,,,
"10117,1,8,0",,,,,
"10695,1,9,0",,,,,
"11060,1,10,0",,,,,
"3042,0,0,1",,,,,
"10990,0,0,1",,,,,
"11972,0,0,1",,,,,
"11972,0,0,1",,,,,
"11360,0,0,1",,,,,
"11972,0,0,1",,,,,
"12675,0,0,1",,,,,
"12432,0,0,1",,,,,
"13806,0,0,1",,,,,
"13728,0,0,1",,,,,
"14742,0,0,1",,,,,
"14480,0,0,0",,,,,
"15088,0,0,0",,,,,
"15604,0,0,0",,,,,
"15088,0,0,0",,,,,
"16512,0,0,0",,,,,
"16598,0,0,0",,,,,
"15521,0,0,0",,,,,
"15996,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"12388,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3500,0,0,0",,,,,
"4110,0,0,0",,,,,
"8280,0,0,0",,,,,
"7392,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"15652,0,0,0",,,,,
"15824,0,0,0",,,,,
"16720,0,0,0",,,,,
"16235,0,0,0",,,,,
"16235,0,0,0",,,,,
"15960,0,0,0",,,,,
"15960,0,0,0",,,,,
"15876,0,0,0",,,,,
"14062,0,0,0",,,,,
"13650,0,0,0",,,,,
"12996,0,0,0",,,,,
"12675,0,0,0",,,,,
"12920,0,0,0",,,,,
"11360,0,0,0",,,,,
"10920,0,0,0",,,,,
"3042,0,0,0",,,,,
"10184,1,1,0",,,,,
"9768,1,2,0",,,,,
"9834,1,3,0",,,,,
"9768,1,4,0",,,,,
"9490,1,5,0",,,,,
"9768,1,6,0",,,,,
"9702,1,7,0",,,,,
"9425,1,8,0",,,,,
"9216,1,9,0",,,,,
"9152,1,10,0",,,,,
"9490,0,0,0",,,,,
"8680,0,0,0",,,,,
"8680,0,0,0",,,,,
"8960,0,0,0",,,,,
"8556,0,0,0",,,,,
"7860,0,0,0",,,,,
"7670,0,0,0",,,,,
"7991,0,0,0",,,,,
"7991,0,0,0",,,,,
"8113,0,0,0",,,,,
"8308,0,0,0",,,,,
"7930,0,0,0",,,,,
"7192,0,0,0",,,,,
"7192,0,0,0",,,,,
"7192,0,0,0",,,,,
"7076,0,0,0",,,,,
"7192,0,0,0",,,,,
"6954,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"3042,0,0,0",,,,,
"5671,0,0,0",,,,,
"5408,0,0,0",,,,,
"5618,0,0,0",,,,,
"5408,0,0,0",,,,,
"5408,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6608,0,0,0",,,,,
"3042,0,0,0",,,,,
"6840,0,0,0",,,,,
"6720,0,0,0",,,,,
"6720,0,0,0",,,,,
"6776,0,0,0",,,,,
"6545,0,0,0",,,,,
"6720,0,0,0",,,,,
"6954,0,0,0",,,,,
"7011,0,0,0",,,,,
"8052,0,0,0",,,,,
"8370,0,0,0",,,,,
"8494,0,0,0",,,,,
"8757,0,0,0",,,,,
"9295,0,0,0",,,,,
"9636,1,1,0",,,,,
"9768,1,2,0",,,,,
"9834,1,3,0",,,,,
"10050,1,4,0",,,,,
"10404,1,5,0",,,,,
"10117,1,6,0",,,,,
"10920,1,7,0",,,,,
"11060,1,8,0",,,,,
"11592,1,9,0",,,,,
"11289,1,10,0",,,,,
"11360,0,0,1",,,,,
"11360,0,0,1",,,,,
"10990,0,0,1",,,,,
"11431,0,0,1",,,,,
"11360,0,0,1",,,,,
"12284,0,0,1",,,,,
"13806,0,0,1",,,,,
"14400,0,0,1",,,,,
"3146,0,0,1",,,,,
"14141,0,0,1",,,,,
"13650,0,0,1",,,,,
"13983,0,0,0",,,,,
"14742,0,0,0",,,,,
"15088,0,0,0",,,,,
"15604,0,0,0",,,,,
"16065,0,0,0",,,,,
"16426,0,0,0",,,,,
"15456,0,0,0",,,,,
"15996,0,0,0",,,,,
"16999,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
,,,,,
RUN,SUCCESSFUL,(total,time:,1m,13s)
